No.,Bug ID,平台,状态,标题,分配给,最后修改日期,优先级
162,3113,9,active,【正式版】【Wap站】【注册】用户协议页面没有关闭按钮,panjunwei,2016-09-09 10:29:26,4
163,3088,2,active,【首页】【智导游】边走边听按钮在不同景点的智导游地图页开关状态一致,panjunwei,2016-09-05 14:39:43,4
164,2213,2,active,【发现】【发现详情页】立即预订按钮底色为灰色暗示不可用，是否能更改底色颜色提示用户按钮可用,panjunwei,2016-08-10 11:18:26,2
165,2215,2,active,【详细资料】【他的足迹】个性签名过长省略显示,panjunwei,2016-08-10 11:18:27,4
166,2218,1,active,【首页】上拉页面发现显示不顺畅,panjunwei,2016-09-06 15:10:38,3
167,2219,1,active,【发现】发现列表页无深颜色的标题栏，搜索框直接显示在头图上，页面感觉乱,panjunwei,2016-08-04 12:06:48,2
168,2224,2,active,【我的】【我的消息】进入我的消息中查找没有阅读的消息，未阅读的消息在最后一层菜单中没有标识出,panjunwei,2016-08-10 11:18:29,3
169,3076,2,active,【首页】【消息】环信掉线时点击任意用户发起聊天导致软件崩溃,panjunwei,2016-09-05 11:39:14,1
170,2262,1,active,【我的】【基本资料】iPhone 5/5s/6/6s上，”个人标签“的页面中左箭头和右箭头不容易点中,panjunwei,2016-08-04 10:39:00,3
171,2263,2,active,【消息】用户可以收到自己评论、点赞自己发布约游的消息,panjunwei,2016-08-10 11:19:03,3
172,2269,2,active,【约游】用户详细资料页面缺少用户的性别和年龄等基本信息,panjunwei,2016-08-10 11:19:59,3
173,2106,2,active,【我的订单】一日游订单产品名称字数大于一行显示最大字数时，产品名称显示不完全,panjunwei,2016-08-10 11:18:23,3
174,3161,1,active,【度假地详情】【分享H5页】分享内容不显示标题,panjunwei,2016-09-14 17:03:03,4
175,2040,1,active,【正式版】【发现】在发现页面搜索结果为景点,panjunwei,2016-09-06 15:10:34,4
176,807,2,active,【基本信息】不能用同一手机号码修改QQ以及微博的个人信息。,panjunwei,2016-08-10 11:18:09,4
177,942,2,active,【约你发布】带表情符号的约游信息发布失败,panjunwei,2016-08-10 11:18:10,3
178,962,2,active,【我的】【基本信息】拍照获得头像，拍照页面没有头像取景范围，无法界定最后上传头像的范围,panjunwei,2016-08-10 11:18:12,4
179,1334,2,active,【约游】用户未登录的情况下发布约游信息时提示登录，登录成功后跳转页面不合理,panjunwei,2016-08-10 11:18:13,3
180,1335,2,active,【我的】【基本信息】修改昵称中加入表情符号并保存时“网络异常”提示弹出,panjunwei,2016-08-10 11:18:14,4
181,1337,2,active,【约游】【我的约游】点赞和评论按钮被已报名按钮覆盖，不可用,panjunwei,2016-08-10 11:18:16,4
182,1413,1,active,【景点】下拉景点列表，最后更新时间显示不正确,panjunwei,2016-08-04 10:33:57,2
183,1609,2,active,【景点详情页】【评论】进入景点详情页后第一次点击评论旁的表情按钮会默认点击发送按钮并弹出键盘,panjunwei,2016-08-10 11:18:17,2
184,1612,2,active,【三星note 4】【景点详情页】【评论】评论回复文字截断,panjunwei,2016-08-10 11:18:18,3
185,1764,1,active,【我的】【基本信息】常用旅客不能删除,panjunwei,2016-09-06 15:10:32,2
186,1798,2,active,【正式版】【约游】【分享】将有图片的吐槽和在路上分享到微博，图片默认为景典游的图标并且分享的内容标题连在一起,panjunwei,2016-08-10 11:20:22,2
187,3173,2,active,【度假地】【周边/国内/境外】断网状态下度假地列表不能加载缓存数据,panjunwei,2016-09-19 18:34:11,4
188,1988,2,active,【我的订单】【订单详情】“继续预定”按钮显示在过期系统自动取消的订单详情页面,panjunwei,2016-08-10 11:18:21,3
189,2024,1,active,【首页】【消息】从系统通知栏点击推送消息不跳转到消息页面,panjunwei,2016-09-06 15:10:33,2
190,2036,2,active,【正式版】【景点详情页】【评论】对评论的评论不会立即显示出来,panjunwei,2016-08-10 11:18:22,2
191,2279,2,active,【登录】不输入手机号或密码的情况下登录按钮建议置灰,panjunwei,2016-08-10 11:19:04,4
192,2317,1,active,【约游】【评论】当发表评论时，输入30个不同的表情符号造成发送评论失败,panjunwei,2016-09-06 15:10:42,3
193,2625,1,active,【预订支付】【预订信息】【统一结算】套餐中酒店类产品没有离店日期,panjunwei,2016-09-06 15:10:47,4
194,3026,1,active,[智导游][子景点弹窗][子景点详情]景点“奥林匹克公园”-&gt;“露天艺术广场”的景点介绍的文字内容和播放的导游语音内容不一致,panjunwei,2016-09-02 10:19:34,2
195,2645,2,active,【预订支付】【预订信息】【统一结算】当一日游的最近可选日期在度假时间之外时，可以点击支付,panjunwei,2016-08-10 11:19:14,2
196,2646,1,active,【预订支付】【预订信息】【统一结算】当一日游的最近可选日期在度假时间之外时，可以点击支付,panjunwei,2016-09-06 15:10:50,4
197,2663,2,active,【首页】【一元度假】【分享】分享在微信朋友圈，从朋友圈打开，点击一元抢购，下面的支付按钮被覆盖，不能使用,panjunwei,2016-08-10 11:19:15,3
198,3037,1,active,【首页】【智导游】音频数据占用存储空间过大,panjunwei,2016-09-02 12:13:08,4
199,2675,1,active,约游不能取消报名,panjunwei,2016-08-04 12:04:43,4
200,2676,1,active,约游没有搜索功能不能快速找到自己喜欢的约游,panjunwei,2016-07-22 11:29:40,4
201,3035,1,active,【首页】【智导游】【边走边听】播放以及结束播放没有提示音,panjunwei,2016-09-02 11:43:45,4
202,2684,1,active,【度假地】【预定填写】预订套餐时，游玩日期和住宿日期不在同一范围内，也可以预定成功,panjunwei,2016-09-06 15:10:51,4
203,2685,1,active,新增订单查找功能,panjunwei,2016-08-04 12:00:14,4
204,2686,1,active,订单删除,panjunwei,2016-08-04 12:00:31,4
205,3034,1,active,【首页】【智导游】大型景点定位点以及播放半径设计不合理 ,panjunwei,2016-09-02 11:44:35,4
206,3025,1,active,[智导游][子景点弹窗]在景点地图的页面，“奥林匹克森林公园”的标志点错误的写成了“北京奥林匹克公园”,panjunwei,2016-09-02 10:20:04,2
207,3016,1,active,【首页】【功能引导区】【智导游】音频播放完毕没有提示,panjunwei,2016-09-01 10:03:48,4
208,2735,1,active,【度假地】【酒店】【购物车】从北美外太空度假地详情页面选择的星际联邦酒店加入购物车，在购物车中此酒店列在济州岛景点下,panjunwei,2016-09-06 15:12:49,2
209,2736,2,active,【度假地】【酒店】【购物车】从北美外太空度假地详情页面选择的星际联邦酒店加入购物车，在购物车中此酒店列在济州岛景点下,panjunwei,2016-08-10 11:19:17,2
210,2624,1,active,【预订支付】【预订信息】【统一结算】更改度假人数后，点击去支付，提示“请选择一个出行人”,panjunwei,2016-09-06 15:10:46,4
211,2608,1,active,【预订支付】【预订信息】【统一结算】在预订填写页删除门票产品后，没有删除成功的提示信息,panjunwei,2016-09-06 15:10:44,4
212,2326,2,active,【我的】【基本资料】她/他的足迹和她/他的成就页面标题的分割线看着不友好,panjunwei,2016-08-10 11:19:06,4
213,2418,1,active,【预订支付】预订填写页添加联系人选择通讯录软件闪退,panjunwei,2016-06-30 11:37:15,1
214,2234,2,active,【度假地】【度假地详情页】点击表情按钮不能直接打开表情键盘，点击三次才可以,panjunwei,2016-08-10 11:18:30,3
215,2212,1,active,【发现】【发现详情页】立即预订按钮底色为灰色暗示不可用，是否能更改底色颜色提示用户按钮可用,panjunwei,2016-08-04 10:35:07,3
216,2509,1,active,下拉刷新和标题文字重叠,panjunwei,2016-08-04 12:05:55,3
217,2459,2,active,【度假地】【一日游】一日游产品列表景区现付产品没有显示景区现付标签,panjunwei,2016-08-10 11:19:11,3
218,2332,2,active,【发现】发现列表页搜索框在第一个发现头图上显示与在其他发现头图上显示的背景不一致,panjunwei,2016-08-10 11:19:10,4
219,2330,2,active,【约游】在评论时同时输入足够多的中文字符和表情符号造成部分评论内容被截断,panjunwei,2016-08-10 11:19:07,4
220,2510,1,active,下拉刷新和搜索栏重合,panjunwei,2016-08-04 12:06:19,3
221,2540,1,active,套餐没有景区现付,panjunwei,2016-07-22 13:31:49,4
222,3036,1,active,【首页】【智导游】子景点数量少，如：没有国家体育馆介绍与音频,panjunwei,2016-09-02 11:51:42,4
223,2606,1,active,【预订支付】【预订信息】【统一结算】度假人数输入框可以输入0,panjunwei,2016-08-30 17:57:29,1
224,3070,2,active,[智导游][边走边听] 使用Andriod版本app的智导游时，导游语音播放完成后没有任何提示信息,panjunwei,2016-09-13 15:36:48,3
225,2740,1,active,【约游】【在路上】详情页用户昵称过长会与日期覆盖,panyuan,2016-07-19 16:42:52,3
226,2270,1,active,【约游】用户详细资料页面缺少用户的性别和年龄等基本信息,panyuan,2016-07-11 17:15:07,3
227,2249,1,active,【我的消息】【私信】与用户“私信TA”时，如果是输入表情状态，&quot;发送&quot;按钮的状态不正确,panyuan,2016-07-11 17:13:07,3
228,2342,1,active,【约游】【评论】当有多条评论且用户要新添加评论时，页面上移自动滚动到评论的最后一条,panyuan,2016-06-17 19:04:28,4
229,1956,3,active,【现金券管理】【酒店返券规则】在预订时间框输入错误的时间，提示的错误信息是英文,ranranli,2016-05-30 14:43:57,3
230,1959,3,active,【发现管理】【关联景点】关联的景点不会更新到前台app中,ranranli,2016-05-30 14:30:04,3
231,2845,1,active,【登录】使用同一个账号在两个iOS设备上登录，先登录的iOS设备上不提示“你的账号已经在其他地方登录”,ranranli,2016-08-04 12:01:16,3
232,2873,2,active,【首页】【玩心跳，好胆你就来】万年冰洞的立即抢购按钮无响应，点击景点图片也无反应,ranranli,2016-08-19 19:15:55,4
233,2911,2,active,【我的】【订单】当购买“穿越氪星一日游”和“企业号外太阳系游”时，我的一日游订单中出现两个重复的订单,ranranli,2016-08-15 11:46:39,3
234,3114,9,active,【正式版】【Wap站】【度假地】【预订填写】离店日期不正确,sunbo,2016-09-28 12:00:25,2
235,1950,3,active,【现金券管理】【酒店/门票返券规则】适用活动ID后边没有确定按钮 ,sunbo,2016-05-30 14:17:41,3
236,2839,2,active,【约游】【约你】【联想A750e &amp; OPPO R823T】 约你详情页面，评论的评论，偏右显示,sunbo,2016-08-17 11:23:33,3
237,2896,1,active,【度假地】【评论】对评论的评论进行评论时，刷新页面后评论的评论的评论消失,sunbo,2016-08-17 17:58:12,3
238,3008,1,active,【首页】【智导游】播放控件进度条显示播放进度错误,xuwenhao,2016-09-02 13:55:13,2
239,2062,1,active,【度假地】【度假地详情页】断网状态下点击任意景点进入景点详情页，提示请检查网络后显示白屏，屏上没有返回键,xuwenhao,2016-09-02 18:01:37,3
240,3061,1,active,[智导游][离线语音包]在下载离线语言包的页面，下载离线语音包后，下载按钮的下载的百分比100%和下载完成的标志对勾重叠在一起,xuwenhao,2016-09-03 11:09:19,2
241,2851,1,active,【正式版】【我的】【注册登录】新注册的用户不能自动登录,xuwenhao,2016-08-04 12:03:41,2
242,2857,1,active,【度假地】【评论】添加表情评论，点击表情键盘上的发送按钮后评论发送成功，但是表情盘不收回,xuwenhao,2016-08-04 14:02:28,3
243,3089,1,active,[智导游][到这里去]在已经为景点游app打开定位服务的情况下，点击“到这里去”还是会提示”定位服务已关闭。。。。“ 重现在iphone 6 plus ios 版本9.3.4,xuwenhao,2016-09-07 15:00:43,3
244,2887,1,active,有未读消息时，取消登陆。未读消息标识不能消失。,xuwenhao,2016-08-08 16:50:41,3
245,2140,3,active,【统计分析】【分享统计】分享频道下拉框缺失,xuyuwei,2016-05-31 11:40:54,2
246,2130,3,active,【统计分析】【产品销量统计】不可以按销量升序/降序排序 ,xuyuwei,2016-05-31 13:19:56,2
247,2131,3,active,【统计分析】【产品销量统计】预订日期输入框默认值缺失,xuyuwei,2016-05-31 13:14:24,3
248,2132,3,active,【统计分析】【渠道订单统计】产品类型下拉框缺失,xuyuwei,2016-05-31 13:39:01,2
249,2146,3,active,【统计分析】【渠道注册用户统计】渠道用户注册统计列表中部分渠道名称为空 ,xuyuwei,2016-05-31 11:04:19,3
250,2145,3,active,【统计分析】【用户性别统计】查询日期输入框默认值缺失,xuyuwei,2016-05-31 11:03:29,3
251,2133,3,active,【统计分析】【渠道订单统计】不可以只统计渠道新增用户的相关数据,xuyuwei,2016-05-31 12:04:21,2
252,2134,3,active,【统计分析】【渠道订单统计】渠道订单统计列表中部分渠道名称为空 ,xuyuwei,2016-05-31 12:01:50,3
253,2135,3,active,【统计分析】【渠道订单统计】预订日期输入框默认值缺失,xuyuwei,2016-05-31 11:59:06,3
254,2793,3,active,【产品信息配置】【精选目的地】关联度假地后保存提示错误,xuyuwei,2016-07-26 14:12:12,3
255,2144,3,active,【统计分析】【搜索词统计】搜索日期输入框默认值缺失,xuyuwei,2016-05-31 11:11:15,3
256,2143,3,active,【统计分析】【分享统计】分享统计数据缺失,xuyuwei,2016-05-31 11:16:15,2
257,2142,3,active,【统计分析】【分享统计】关键词输入框缺失,xuyuwei,2016-05-31 11:19:41,2
258,2141,3,active,【统计分析】【分享统计】分享日期输入框没有默认值,xuyuwei,2016-05-31 11:36:45,3
259,2137,3,active,【统计分析】【月度订单统计】产品类型下拉框缺失 ,xuyuwei,2016-05-31 11:48:58,2
260,2138,3,active,【统计分析】【日订单统计】产品类型下拉框缺失,xuyuwei,2016-05-31 11:46:06,2
261,2139,3,active,【统计分析】【日订单统计】预订日期输入框默认值缺失,xuyuwei,2016-05-31 11:43:39,3
262,2136,3,active,【统计分析】【月度订单统计】预订日期输入框默认值缺失,xuyuwei,2016-05-31 11:56:19,3
263,2129,3,active,【统计分析】分页跳转“go”按钮功能缺陷,xuyuwei,2016-05-31 13:23:42,3
264,2089,3,active,【统计分析】【日新增注册用户统计】查询结果不应分页显示,xuyuwei,2016-05-31 11:04:56,3
265,1927,3,active,【产品信息配置】【产品信息管理】默认查询结果页上页面跳转GO 不管用,xuyuwei,2016-05-09 15:56:38,2
266,1929,3,active,【用户管理】【会员管理】会员管理页没有发送短信按钮,xuyuwei,2016-05-30 13:42:12,1
267,1926,3,active,【产品信息配置】【产品信息管理】查询结果列表显示项目缺失,xuyuwei,2016-05-17 16:38:13,2
268,1896,3,active,【产品信息配置】【目的地管理】【目的地详情】可以重复关联同一个景点,xuyuwei,2016-05-09 18:00:30,1
269,1910,3,active,【产品信息配置】【产品信息管理】【一日游产品管理】酒店接送无默认值,xuyuwei,2016-05-09 17:38:05,2
270,3234,10,active,【B版】我的订单】已确认订单申请退团后状态直接变为已取消,xuyuwei,2016-09-23 17:21:48,1
271,1921,3,active,【产品信息配置】【产品信息管理】【套票产品管理】套票维护页面内容缺失,xuyuwei,2016-05-09 16:14:27,1
272,3179,3,active,【产品信息配置】【度假地管理】用户无法添加关联景点,xuyuwei,2016-09-20 15:56:14,2
273,1925,3,active,【产品信息配置】【产品信息管理】查询结果序号分页后从头开始,xuyuwei,2016-05-09 15:59:20,3
274,1928,3,active,【产品信息配置】【产品信息管理】产品名称输入框最大字数限制为20字,xuyuwei,2016-05-17 17:09:17,2
275,1942,3,active,【现金券管理】【酒店返券规则】指定子产品时，选择“不限” 保存出错,xuyuwei,2016-05-17 17:44:10,1
276,1945,3,active,【现金券管理】【门票返券规则】门票返券规则页面最上方不显示时间,xuyuwei,2016-05-30 13:49:04,4
277,1948,3,active,【现金券管理】【门票返券规则】子产品名称下拉框只有不限,xuyuwei,2016-05-30 14:08:49,3
278,1951,3,active,【现金券管理】【酒店/门票返券规则】 “指定子产品”文字有截断,xuyuwei,2016-05-30 14:20:44,3
279,2048,2,active,【酒店支付】【现金券】自采在线支付酒店预订使用现金券但不支付，申请取消后现金券不退还,xuyuwei,2016-05-18 14:50:14,2
280,2087,3,active,【统计分析】【日新增用户注册统计】日期输入框没有默认值,xuyuwei,2016-05-31 11:05:15,3
281,2088,3,active,【统计分析】【日新增注册用户统计】导出excel表下载失败,xuyuwei,2016-05-31 11:05:33,2
282,3322,10,active,【我的订单】从列表过详情页继续支付产品，支付完成后回到订单列表，状态不更新,xuyuwei,2016-09-28 10:13:21,2
283,2147,3,active,【统计分析】【产品销量统计】输入预订时间后选择产品类型一日游无法查询到结果,xuyuwei,2016-05-31 13:47:24,2
284,2518,3,active,【产品信息配置】【度假地管理】度假地详情页中度假特色文字可以大于200字,xuyuwei,2016-06-30 09:46:47,3
285,2523,1,active,【度假地】【度假地详情页】【一日游】一日游语言类型文字过多时，一日游详情页有截断,xuyuwei,2016-06-29 17:19:09,3
286,1924,3,active,【产品信息配置】【产品信息管理】查询条件缺失,xuyuwei,2016-05-09 16:09:23,2
287,2849,3,active,【基础数据】【景点管理】景点详情页无法上传多图,xuyuwei,2016-08-01 16:06:32,3
288,2682,2,active,【度假地】【预定填写】购票须知页面内容为空,xuyuwei,2016-07-18 17:16:27,3
289,2809,3,active,【产品信息配置】【度假地主题管理】主题名称错误,xuyuwei,2016-07-27 10:42:34,4
290,2801,2,active,【我的】【购物车】购物结算成功后对应产品没有从购物车清空,xuyuwei,2016-07-28 10:31:28,2
291,2718,2,active,【我的】【我的订单】一日游订单中有套餐订单，且进入订单详情页软件崩溃,xuyuwei,2016-07-22 19:54:20,2
292,2462,3,active,【产品管理】【酒店产品管理】在酒店产品管理中输入酒店地址超过100个字点击保存后提示未知对话框且不能保存成功,xuyuwei,2016-06-28 10:21:49,2
293,2965,1,active,【预订支付】【预订信息】【统一结算】【预订填写页】每个酒店类产品被重复显示。,xuyuwei,2016-08-30 18:27:07,2
294,2458,3,active,【产品管理】【酒店产品管理】【酒店房型管理】在酒店房型管理页面不能上传多张房间图片,xuyuwei,2016-06-28 10:17:06,2
295,2167,3,active,【现金券】【酒店返券规则】返券规则中总返券金额和单张返券金额业务逻辑错误,xuyuwei,2016-06-01 10:26:52,2
296,2176,3,active,【产品管理】【酒店产品管理】【酒店产品维护】新增图片应给出提示,xuyuwei,2016-06-02 13:24:41,3
297,2238,3,active,【产品信息配置】【产品信息管理】【套餐产品详情】子产品关联下拉框内容显示超出边界,xuyuwei,2016-06-07 16:36:43,3
298,2241,3,active,【订单管理】【新订单处理】订单处理详情页来源显示错误,xuyuwei,2016-06-07 17:36:11,3
299,2460,3,active,【产品管理】【酒店产品管理】【房型详情】房型名称大于30个字,xuyuwei,2016-06-28 10:15:14,3
300,2242,3,active,【现金券管理】【门票返券规则】指定子产品按钮文字截断,xuyuwei,2016-06-07 17:35:53,3
301,2358,1,active,【约游】【约你】取消自己发布的约你信息后，页面弹出“删除信息成功”的提示信息,xuyuwei,2016-07-04 13:25:05,2
302,2453,3,active,【度假地】【酒店详情】酒店特色文字可以输入大于500字，并且会显示在前台,xuyuwei,2016-06-28 10:20:11,3
303,2753,1,active,【度假地】【预定填写】仅选择一个一日游产品，立即预订，提示该一日游已经下架,yanshaowen,2016-07-25 18:20:05,2
304,2733,2,active,【度假地】【分享】在第三方中打开分享的内容，只有度假地特色信息，应跟度假地详情页面相同,zhanchunhua,2016-07-21 15:33:15,3
305,3209,2,active,【正式版】【首页】【分享】相同景点信息在进行第一次分享和二次分享后，景点的标题和链接显示不同,zhanchunhua,2016-09-22 12:04:29,4
306,3211,2,active,【发现】未安装微博时分享发现页面无法打开,zhanchunhua,2016-09-22 11:24:42,3
307,2886,2,active,【度假地】【分享】分享后在第三方平台上打开链接显示为空白页,zhanchunhua,2016-08-05 15:53:33,3
308,2888,2,active,【度假地】【酒店】酒店地址过长时不能折行显示,zhanchunhua,2016-08-05 15:48:05,3
309,2889,1,active,【度假地】【酒店】酒店地址过长时不能折行显示,zhanchunhua,2016-08-09 11:53:05,2
310,2914,2,active,【度假地】【酒店详情】酒店详情页面头图显示张数异常,zhanchunhua,2016-08-15 11:10:40,3
311,3124,9,active,【iOS】【UC】【正式版】【Wap站】【预订填写】选择游玩日期的日历页面和预定须知页面没有显示任何内容,zhanchunhua,2016-09-18 12:08:44,2
312,2915,2,active,【度假地】【酒店详情】【酒店图片】页面空白显示,zhanchunhua,2016-08-16 09:52:30,2
313,2664,1,active,【首页】【一元度假】【分享】分享在微信朋友圈，从朋友圈打开，点击一元抢购，下面的支付按钮被覆盖，不能使用,zhanchunhua,2016-07-25 10:43:38,3
314,2884,2,active,【度假地】【套餐详情】套餐图片列表页只有第一张图能放大显示，点击其他套餐图片不能放大显示,zhanchunhua,2016-08-05 15:23:55,3
315,2883,1,active,【度假地】【套餐详情】套餐图片列表页只有第一张图能放大显示，点击其他套餐图片不能放大显示,zhanchunhua,2016-08-30 16:05:16,2
316,2872,2,active,【首页】【特惠产品】点击立即抢购按钮页面不能成功加载，且返回后立即抢购按钮出现框框,zhanchunhua,2016-08-22 09:45:50,3
317,2946,1,active,【我的】在“公司介绍”页面包含重复段落内容“景点传媒（股票代码：835586）。。。。是一家专业的旅游传媒及电子商务公司”,zhanchunhua,2016-08-22 10:51:37,2
318,2715,2,active,【度假地】【酒店详情】【酒店图片列表】三星Note和三星Note 2上酒店图片列表页，打开图片，左右滑动，图片重叠,zhanchunhua,2016-07-18 17:20:37,2
319,2701,1,active,【度假地】【分享】【二次分享】二次分享到微信好友的标题与一次分享不一样,zhanchunhua,2016-07-18 10:21:45,2
320,2831,1,active,【度假地】【周边】发现标题最多显示10个字，如果过于10个字则显示9个字+……,zhanchunhua,2016-07-29 13:47:33,4
321,2669,2,active,【首页】【一元度假】收起手机号码输入键盘后一元度假支付区域下方出现白条,zhanchunhua,2016-07-13 13:45:00,3
322,2867,1,active,【首页】【一元度假】购买数量为负数时不应该成功提交订单,zhanchunhua,2016-08-04 14:01:42,2
323,2868,2,active,【首页】【一元度假】购买数量为负数时不应该成功提交订单,zhanchunhua,2016-08-04 14:05:13,2
324,2934,2,active,【度假地】【度假地详情页】酒店详情页上当头图有多个图片时无法左右滑动查看下一张图片,zhanchunhua,2016-08-19 19:11:05,3
325,2893,3,active,【现金券管理】购买套餐产品返券流程不通,zhangjiahui,2016-08-09 15:02:09,1
